id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date
501,488926,4,1.9,3820,21865,1.5,0,2,4,6,2791,1029,2009,2019,98005,47.492872,0.0,3474,18822,20230113T000000
502,636412,2,1.2,1318,22410,2.5,0,4,4,7,1160,158,1955,0,98001,47.371159,0.0,1236,25490,20230820T000000
503,140214,5,1.5,2414,6233,1.0,0,1,3,8,2172,242,1901,0,98002,47.52001,0.0,2612,5239,20230530T000000
504,434445,5,1.4,1576,21604,1.5,0,2,3,7,1184,392,1981,0,98004,47.459456,0.0,1629,17573,20230920T000000
505,252403,6,1.4,1304,11145,3.0,0,3,5,7,1126,178,1993,0,98006,47.260001,0.0,1091,9456,20230124T000000
506,276931,4,2.6,1991,0,1.5,0,3,3,6,1593,398,1937,0,98001,47.39776,0.0,2367,0,20230708T000000
507,261140,2,1.7,2109,26677,2.0,0,2,2,7,1525,584,1955,0,98005,47.588551,0.0,1728,31938,20230513T000000
508,220401,4,2.1,4334,7249,1.0,0,0,5,6,3119,1215,1904,0,98005,47.508384,0.0,3610,7511,20230219T000000
509,357278,2,4.0,1852,6455,2.0,0,0,3,6,1718,134,1945,0,98006,47.483612,0.0,2001,5484,20230702T000000
510,225357,4,3.1,1095,10969,2.0,0,3,4,6,968,127,2012,0,98006,47.887477,0.0,1186,9581,20230126T000000
511,390568,5,3.8,2218,17722,1.5,0,0,3,8,2028,190,1910,0,98004,47.646208,0.0,1791,17989,20230518T000000
512,342464,5,1.4,340,14427,2.5,0,0,1,6,307,33,1964,1972,98001,47.670488,0.0,359,15671,20230111T000000
513,314157,1,2.1,1926,20480,2.0,0,2,5,7,1425,501,1909,0,98004,47.466806,0.0,1566,21814,20231023T000000
514,213865,3,2.7,2012,1605,1.5,0,2,3,7,1499,513,1940,0,98005,47.544029,0.0,2382,1652,20230412T000000
515,263484,6,1.2,2635,7576,2.0,0,0,3,8,2044,591,2015,2022,98002,47.41378,0.0,2841,9049,20230111T000000
516,463308,4,1.0,2778,13840,2.0,0,2,2,8,2277,501,1943,0,98002,47.65551,0.0,2429,12168,20230422T000000
517,425137,6,3.0,1597,33978,1.0,0,4,4,6,1567,30,1989,0,98003,47.47792,0.0,1378,29532,20230404T000000
518,203366,1,2.9,1879,13861,1.5,1,3,4,6,1695,184,1932,1963,98005,47.544476,0.0,1931,15851,20230917T000000
519,364899,3,2.2,1387,25852,1.5,0,4,2,7,1077,310,1990,0,98005,47.532122,0.0,1461,23688,20230915T000000
520,462708,4,2.5,1097,15385,1.5,0,4,2,6,786,311,1955,1984,98004,47.496367,0.0,1242,14354,20230616T000000
521,99589,2,2.2,2247,10163,2.0,0,0,1,8,2034,213,2013,2022,98003,48.087638,0.0,2609,10360,20230728T000000
522,431504,3,1.1,981,12532,1.5,0,0,5,7,870,111,1911,0,98006,47.366676,0.0,938,11936,20230214T000000
523,250606,5,2.0,1668,13315,2.5,0,4,4,7,1505,163,1901,0,98003,47.364858,0.0,1897,12183,20231126T000000
524,435589,1,1.5,1203,21036,1.5,0,4,2,8,936,267,1900,1949,98001,47.638819,0.0,1223,24546,20230724T000000
525,235511,3,1.3,2439,28746,1.5,0,1,2,6,2085,354,1964,0,98004,47.380966,0.0,2410,24483,20231225T000000
526,79267,3,3.9,3441,18596,2.0,0,1,5,7,2782,659,2020,0,98006,47.441719,0.0,3714,17884,20230211T000000
527,105868,5,2.8,958,26870,2.0,0,3,2,7,905,53,1932,1964,98006,47.282718,0.0,805,21527,20231012T000000
528,357212,4,3.2,517,5352,2.0,0,4,1,7,372,145,1985,0,98002,47.598312,0.0,468,6010,20230410T000000
529,388958,2,1.9,1900,10853,1.0,0,2,5,4,1487,413,1975,0,98001,47.600851,0.0,2140,9413,20231222T000000
530,214352,5,2.2,2012,7756,1.5,0,1,1,7,1772,240,2002,2015,98003,47.436962,0.0,2015,8602,20230929T000000
531,445788,2,1.7,2174,18144,1.5,0,0,3,8,1655,519,1935,0,98002,47.642963,0.0,2528,15593,20230106T000000
532,100771,4,1.3,1642,11410,3.0,0,4,4,6,1480,162,1920,1955,98005,47.128375,0.0,1371,11029,20230211T000000
533,340088,3,1.5,1839,22297,1.5,0,2,2,5,1362,477,1983,0,98004,47.358629,0.0,1701,24332,20231222T000000
534,168347,2,3.4,2294,5689,2.5,0,2,5,6,1621,673,1935,1964,98003,47.466004,0.0,2161,5167,20230910T000000
535,252224,1,3.0,2832,15430,2.0,0,2,1,7,2716,116,1925,0,98005,47.265544,0.0,2744,14281,20230317T000000
536,357109,1,2.6,435,21868,1.5,0,0,4,7,348,87,1946,0,98006,47.150257,0.0,519,23331,20230211T000000
537,220937,5,2.4,1704,0,2.0,0,1,4,5,1272,432,1994,0,98003,47.438421,0.0,1574,0,20231217T000000
538,292316,4,3.8,2171,36216,2.5,0,2,2,7,1632,539,1900,0,98002,47.638804,0.0,2187,42760,20230925T000000
539,500943,5,1.2,1265,12168,2.5,0,1,4,8,1221,44,1937,1953,98001,47.756422,0.0,1283,10653,20230805T000000
540,263466,5,1.8,3384,0,1.0,0,3,2,8,3033,351,1913,0,98002,47.390542,0.0,3750,0,20230305T000000
541,475353,6,2.0,1491,16580,1.5,0,0,3,8,1471,20,1989,1992,98004,47.646643,0.0,1501,18586,20230628T000000
542,180543,5,3.3,1966,15334,1.5,0,1,2,6,1848,118,1945,0,98004,47.627308,0.0,2049,14563,20230129T000000
543,429470,6,4.0,2444,14181,1.0,0,1,1,8,2273,171,1941,1950,98003,47.743722,0.0,2691,12231,20231002T000000
544,566235,1,1.7,1526,24911,2.0,0,2,4,6,1297,229,1906,0,98002,47.429962,0.0,1282,21581,20230804T000000
545,0,1,3.6,522,22474,2.5,0,2,4,8,493,29,1954,0,98001,47.1403,0.0,618,26838,20231219T000000
546,230465,5,3.5,1657,17978,1.5,0,0,4,6,1365,292,1955,0,98006,47.514037,0.0,1886,19598,20231028T000000
547,436560,1,1.7,2823,19501,2.0,0,1,2,7,2676,147,2018,2022,98004,47.297241,0.0,2697,19111,20230223T000000
548,319543,4,2.2,1730,13956,2.0,0,4,5,9,1604,126,2017,0,98001,47.355299,0.0,1888,12601,20230321T000000
549,405671,6,2.2,1322,32754,1.5,0,2,2,8,1194,128,1975,0,98005,47.439756,0.0,1460,26450,20230713T000000
550,259402,6,3.9,2740,208,1.0,0,2,1,6,2189,551,1962,0,98003,47.432214,0.0,3123,222,20230719T000000
551,362988,5,1.5,1735,16396,2.0,0,3,2,6,1542,193,1923,0,98001,47.528312,0.0,1518,19392,20230113T000000
552,326648,1,3.4,1591,15650,2.5,0,0,4,8,1355,236,1982,2022,98003,47.640631,0.0,1720,13188,20230810T000000
553,525167,2,2.0,2119,23132,2.0,0,1,3,8,1776,343,1972,0,98005,47.426453,0.0,1723,25486,20230712T000000
554,388163,6,3.2,2616,6561,1.0,0,1,1,7,2608,8,1998,0,98001,47.57914,0.0,2213,5650,20231123T000000
555,400640,5,2.3,3905,0,1.5,0,1,3,6,3324,581,1903,1948,98001,47.502963,0.0,4336,0,20230828T000000
556,288218,5,2.7,2661,16568,1.0,0,2,1,7,1888,773,2008,2009,98006,47.687099,0.0,2994,15710,20230927T000000
557,276859,4,3.5,2927,17812,2.0,0,0,1,7,2599,328,1941,0,98005,47.462282,0.0,3035,19322,20231025T000000
558,285116,3,3.4,1595,29895,2.0,0,1,4,7,1464,131,1995,2022,98002,47.484215,0.0,1647,34992,20230409T000000
559,409167,3,3.6,1179,2296,1.0,0,4,2,6,1138,41,2009,0,98001,47.42512,0.0,1296,2406,20230808T000000
560,286852,6,1.2,2049,26546,2.5,0,3,4,8,1823,226,1969,0,98006,47.46755,0.0,2381,31013,20231128T000000
561,393466,4,3.1,2085,38674,2.0,0,3,4,9,1471,614,1927,0,98001,47.343302,0.0,2019,34574,20230414T000000
562,661310,4,1.4,1137,11222,2.0,0,1,4,8,836,301,1991,0,98006,47.323481,0.0,961,13368,20230306T000000
563,480668,4,2.2,1859,2090,3.0,0,2,3,5,1391,468,1939,1973,98004,47.655153,0.0,2111,2401,20230525T000000
564,301096,6,2.6,2319,10930,1.0,0,3,1,8,1770,549,1950,0,98002,47.28336,0.0,2172,9214,20230207T000000
565,530182,3,2.2,2288,15140,2.5,0,3,5,8,2150,138,1928,0,98001,47.436176,0.0,1952,14616,20230128T000000
566,288788,4,2.6,2403,20637,1.0,0,3,2,6,1905,498,1941,1970,98005,47.703069,0.0,2513,24162,20231016T000000
567,44281,1,4.0,2232,9086,1.5,0,3,4,5,1771,461,2017,0,98003,47.42946,0.0,2301,7552,20230825T000000
568,198787,5,1.4,1594,30551,2.5,0,1,1,7,1477,117,1968,0,98005,47.665748,0.0,1577,29985,20230506T000000
569,69381,5,3.0,1588,3854,2.5,0,0,2,7,1308,280,1904,0,98002,47.381791,0.0,1816,4198,20231122T000000
570,297272,2,2.2,1040,0,2.0,0,0,5,6,748,292,2000,2022,98004,47.289767,0.0,945,0,20230326T000000
571,352762,2,1.4,3427,26067,2.0,0,2,5,8,3000,427,1940,1941,98004,47.181035,0.0,2759,28703,20230825T000000
572,601465,6,1.5,2010,0,2.0,0,4,4,8,1485,525,1960,0,98004,47.762545,0.0,1868,0,20230903T000000
573,399039,6,3.8,1820,12958,2.5,0,0,5,7,1586,234,1954,0,98006,47.272626,0.0,1463,11658,20230923T000000
574,317134,5,3.6,1256,46176,1.0,0,4,5,6,1172,84,1927,0,98005,47.649437,0.0,1277,47579,20230906T000000
575,474410,1,3.7,4348,14879,2.5,0,0,2,7,4256,92,1940,0,98003,47.300011,0.0,4136,15142,20231019T000000
576,18329,3,4.0,1141,3792,1.5,0,0,2,8,821,320,2010,0,98003,47.763477,0.0,1284,4359,20230724T000000
577,385342,3,1.6,1656,14426,1.5,0,2,4,8,1310,346,1908,0,98006,47.941357,0.0,1853,15441,20230816T000000
578,465629,6,2.1,2332,14491,1.5,0,3,1,6,2088,244,1928,0,98001,47.162694,0.0,2271,14038,20230828T000000
579,128212,1,3.0,2480,16606,2.0,0,2,4,6,1970,510,1977,0,98006,47.283049,0.0,2198,17603,20230314T000000
580,521563,6,2.5,2766,21622,2.5,0,0,3,6,2310,456,1937,0,98003,47.654626,0.0,2680,23785,20230608T000000
581,400774,3,2.3,3446,4608,2.0,0,3,5,7,2432,1014,1961,0,98003,47.602609,0.0,3640,5414,20230731T000000
582,287706,6,2.1,2404,31875,3.0,0,3,1,7,2182,222,1953,0,98001,47.655384,0.0,2106,34479,20230516T000000
583,444917,4,2.8,1155,17451,1.0,0,3,2,6,1114,41,1951,0,98005,47.385249,0.0,1281,17757,20231010T000000
584,690603,6,2.7,1794,22267,2.0,0,4,3,7,1781,13,2003,0,98005,47.897507,0.0,1672,21135,20230613T000000
585,377279,5,1.5,2246,8718,2.5,0,0,3,7,2131,115,1933,0,98002,47.52361,0.0,2634,10083,20230517T000000
586,387233,6,2.4,3654,27863,2.0,0,1,5,8,2592,1062,1936,0,98005,47.256607,0.0,3671,31123,20230620T000000
587,281095,5,2.7,881,12429,2.0,0,2,2,5,788,93,1948,1952,98004,47.44937,0.0,1003,10326,20230601T000000
588,222523,1,2.7,2962,17775,2.0,0,4,1,8,2513,449,1941,0,98004,47.259287,0.0,3099,19193,20230614T000000
589,474550,3,1.6,2143,5668,2.5,0,2,2,6,2103,40,1913,0,98002,47.818188,0.0,2189,5755,20231024T000000
590,221587,2,3.2,2670,5030,2.5,0,1,5,9,2591,79,1981,1998,98003,47.367934,0.0,2864,4232,20230414T000000
591,360734,2,1.1,1918,21882,1.0,0,3,3,8,1911,7,1932,0,98002,47.598497,0.0,2156,22450,20230810T000000
592,278351,3,2.1,1326,10563,2.5,0,1,5,8,1271,55,2017,0,98001,47.405865,0.0,1402,9263,20231009T000000
593,421846,2,3.3,2600,6461,1.5,0,2,4,7,2246,354,1997,1999,98002,47.376923,0.0,2909,6998,20230509T000000
594,400049,6,2.7,2523,8568,1.5,0,1,3,9,2307,216,1991,0,98002,47.117949,0.0,2210,7808,20230808T000000
595,505630,1,1.8,2777,21989,2.5,0,0,5,7,2747,30,1999,0,98006,47.619635,0.0,2529,18913,20230622T000000
596,273497,1,3.1,1989,8709,1.5,0,1,1,9,1737,252,2008,0,98004,47.759836,0.0,1773,7252,20231214T000000
597,309518,3,2.7,1520,13823,2.5,0,0,1,6,1447,73,2011,0,98001,47.316806,0.0,1701,13772,20230406T000000
598,203185,2,3.4,752,15150,1.5,0,1,1,8,738,14,2000,0,98006,47.190954,0.0,627,13329,20230221T000000
599,283356,6,3.2,2655,0,1.0,0,0,4,9,2312,343,1986,0,98001,47.660663,0.0,2969,0,20230404T000000
600,406595,1,2.8,2339,288,1.5,0,0,2,6,1748,591,2005,0,98002,47.170752,0.0,2235,230,20230305T000000
601,463548,1,2.5,1227,18362,1.0,1,1,1,7,916,311,1916,0,98006,47.743907,0.0,1020,20885,20230121T000000
602,211675,4,1.4,1569,7629,2.0,0,4,4,6,1152,417,1974,0,98006,47.319121,0.0,1521,7693,20230416T000000
603,480440,4,1.8,1626,25567,1.5,0,3,1,7,1370,256,1931,0,98001,47.279341,0.0,1496,29884,20231202T000000
604,553345,1,2.3,813,24668,1.5,0,3,4,9,686,127,2000,2004,98001,47.549692,0.0,842,21753,20230719T000000
605,412015,3,2.8,1345,22191,1.0,0,3,1,6,1190,155,1978,1994,98005,47.292372,0.0,1330,18660,20231128T000000
606,631519,5,2.5,1092,33197,1.5,0,0,2,7,922,170,1967,1995,98001,47.358578,0.0,1003,34856,20231218T000000
607,233931,5,1.9,1670,14169,2.0,0,3,5,6,1656,14,1938,0,98006,47.570796,0.0,1911,15340,20231008T000000
608,163301,6,1.0,1409,21488,1.0,0,0,1,7,1109,300,1993,0,98003,47.014178,0.0,1356,20392,20231009T000000
609,83191,1,2.5,698,9155,2.0,0,4,5,8,671,27,1909,0,98001,47.828484,0.0,689,7374,20230410T000000
610,574406,1,1.9,3618,39523,2.5,0,1,1,7,2641,977,1986,0,98004,47.508728,0.0,4119,38052,20231203T000000
611,448154,1,3.2,3002,34836,2.0,1,1,2,9,2643,359,1923,0,98005,47.241407,0.0,2508,31126,20230127T000000
612,341662,3,1.1,1376,15118,2.5,0,0,5,7,1230,146,1999,2001,98004,47.296551,0.0,1315,14195,20230902T000000
613,391995,4,2.8,2217,18865,1.0,0,0,4,6,2065,152,2015,2022,98004,47.698329,0.0,2130,18915,20230304T000000
614,181176,1,3.8,2333,28592,1.5,0,4,1,7,1985,348,1957,0,98003,47.620211,0.0,2329,30906,20231208T000000
615,716862,1,1.5,2952,13528,2.5,0,3,1,8,2241,711,1968,2013,98005,47.777356,0.0,2486,16034,20230207T000000
616,369383,2,2.4,1345,8433,2.0,0,4,4,8,1090,255,2000,0,98002,47.363451,0.0,1131,7232,20231029T000000
617,366409,3,1.3,2873,23739,2.0,0,1,2,7,2245,628,2006,0,98006,47.559317,0.0,2776,25447,20230507T000000
618,458864,6,2.9,1561,15784,2.0,0,1,3,7,1288,273,1963,0,98006,47.585314,0.0,1269,14099,20230312T000000
619,422151,1,2.7,931,16829,1.5,0,3,1,7,799,132,1918,0,98001,47.639054,0.0,839,14948,20230514T000000
620,383582,2,2.2,2579,6657,1.0,0,1,4,7,2288,291,2000,2022,98006,47.725456,0.0,2270,7012,20230910T000000
621,231428,5,2.6,3032,0,2.0,0,0,3,5,2891,141,2016,0,98003,47.356547,0.0,3019,0,20230113T000000
622,420720,6,3.7,4070,17361,2.0,0,1,1,7,3960,110,1907,0,98006,47.477166,0.0,3274,20678,20230623T000000
623,632303,1,1.6,1040,24049,1.5,0,2,5,8,872,168,1970,0,98003,47.37797,0.0,1113,26635,20230331T000000
624,551813,1,1.1,2559,12741,2.5,0,3,4,6,1859,700,1939,0,98002,47.489478,0.0,2922,10994,20231016T000000
625,588977,2,3.6,1672,29364,1.5,0,3,5,7,1570,102,1912,1938,98003,47.639687,0.0,1810,26138,20230726T000000
626,273317,3,2.7,2626,7960,1.5,0,3,2,7,2214,412,2000,2007,98002,47.169193,0.0,2960,8792,20230303T000000
627,201559,1,3.7,823,4452,2.5,0,2,3,8,711,112,1926,1971,98002,47.721874,0.0,870,4500,20231115T000000
628,331131,5,2.8,989,14327,2.0,0,4,4,7,869,120,1981,0,98002,47.272164,0.0,991,13154,20231108T000000
629,358358,1,3.4,1379,14174,2.0,0,0,1,8,1241,138,1987,0,98003,47.438526,0.0,1224,14014,20230208T000000
630,514128,5,2.3,2063,22699,1.0,0,3,1,6,1994,69,2004,2022,98002,47.748788,0.0,1881,26466,20230301T000000
631,96130,6,3.2,1487,7250,1.5,0,1,3,6,1465,22,1901,1913,98003,47.565602,0.0,1378,7991,20230415T000000
632,579432,6,3.7,2527,28680,2.0,0,0,5,7,2481,46,1915,0,98005,47.567906,0.0,2060,28114,20230827T000000
633,326298,4,2.7,2821,34669,1.5,0,1,5,7,2659,162,1913,1934,98002,47.263875,0.0,3287,41333,20230507T000000
634,285967,4,1.5,2479,14608,2.5,0,0,4,5,2396,83,1916,0,98003,47.291183,0.0,2875,16331,20230324T000000
635,198184,5,1.8,3295,27497,2.5,0,0,4,7,2355,940,1959,1981,98003,47.688251,0.0,2778,22062,20230808T000000
636,101771,3,1.6,2332,4435,2.5,0,1,5,6,2226,106,1969,0,98003,47.382171,0.0,2384,3747,20230415T000000
637,473475,1,1.7,1026,25752,1.5,0,1,4,10,740,286,1998,2022,98001,47.401018,0.0,1012,26307,20230315T000000
638,360997,1,1.9,3090,25472,2.0,0,0,5,5,2854,236,1916,0,98001,47.69279,0.0,3316,23943,20230515T000000
639,156505,4,2.7,1515,23634,1.5,0,3,3,7,1137,378,1944,0,98002,47.290017,0.0,1577,26588,20230303T000000
640,155738,5,2.8,2728,14844,1.0,0,1,4,6,2204,524,1937,0,98006,47.553847,0.0,2318,17193,20230101T000000
641,299632,1,2.3,3258,0,1.0,0,2,5,8,2460,798,2003,0,98005,47.508581,0.0,3466,0,20230320T000000
642,600353,1,2.8,2365,8582,1.5,0,2,4,7,1970,395,1963,0,98006,47.499463,0.0,2467,9485,20230306T000000
643,311061,3,1.2,803,8740,2.5,0,0,1,8,661,142,2020,0,98002,47.396313,0.0,813,8863,20230702T000000
644,124528,2,1.3,1265,5217,1.5,0,4,1,8,903,362,1905,0,98004,47.384029,0.0,1215,4991,20230307T000000
645,313138,4,1.5,3058,16222,1.5,0,0,2,6,2902,156,1959,0,98004,47.284327,0.0,3614,18082,20231119T000000
646,309091,4,2.6,1864,10810,3.0,0,0,5,6,1782,82,2011,0,98005,47.596533,0.0,2124,11090,20231222T000000
647,0,2,1.6,2063,6753,1.0,0,3,2,7,1931,132,2001,0,98005,47.36637,0.0,2133,7118,20230727T000000
648,341855,1,1.8,2607,4411,2.0,0,3,5,7,2487,120,1948,0,98005,47.693749,0.0,2092,3638,20230223T000000
649,315359,3,2.2,2557,7844,1.5,0,4,4,7,2365,192,1920,0,98001,47.455089,0.0,2487,8113,20230809T000000
650,454430,3,3.4,2223,26214,1.0,0,4,5,8,2181,42,1998,2022,98001,47.28831,0.0,2401,24124,20230824T000000
651,627343,4,1.0,1833,8389,2.5,0,4,1,7,1600,233,1922,1952,98004,47.452437,0.0,1552,8366,20230410T000000
652,518984,3,2.9,1749,9850,1.0,0,4,4,6,1530,219,1975,2006,98005,47.417829,0.0,1683,8754,20230413T000000
653,309666,6,3.0,2686,10433,2.0,0,4,1,6,2573,113,1956,0,98003,47.701821,0.0,2354,10910,20230701T000000
654,184021,2,3.4,2442,18389,1.5,0,0,4,6,1965,477,1963,0,98006,47.4262,0.0,2283,15795,20230418T000000
655,736003,1,3.8,1794,19562,1.0,0,0,5,7,1282,512,1928,1948,98004,47.444758,0.0,1454,16611,20230112T000000
656,358882,6,1.1,2865,0,1.0,0,2,5,7,2650,215,1926,0,98005,47.782309,0.0,2437,0,20231209T000000
657,352089,2,1.5,1896,25216,1.0,0,2,1,9,1472,424,1905,1945,98003,47.601653,0.0,1861,28418,20230327T000000
658,346381,5,3.7,1318,29363,1.0,0,1,3,7,1110,208,1920,0,98005,47.832541,0.0,1527,23884,20231015T000000
659,379712,4,2.4,1392,4498,2.0,0,0,5,7,1074,318,1970,0,98002,47.751809,0.0,1386,4911,20231123T000000
660,328345,3,2.7,1217,5277,1.5,0,4,3,5,1153,64,2006,0,98003,47.322567,0.0,1194,4340,20230802T000000
661,263950,5,3.0,1782,10497,1.5,0,1,4,6,1759,23,1940,1978,98006,47.69799,0.0,1986,10882,20230213T000000
662,267971,3,3.0,2986,7439,1.5,1,3,3,6,2139,847,1979,0,98002,47.805061,0.0,2708,8253,20231118T000000
663,345087,6,3.8,1355,17239,2.5,0,0,1,6,1043,312,1904,0,98001,47.806563,0.0,1135,15384,20230319T000000
664,268486,1,4.0,2150,0,2.5,0,2,2,6,1627,523,1914,1935,98004,47.697619,0.0,1900,0,20230224T000000
665,243073,1,3.2,1474,3820,2.0,0,0,2,6,1329,145,1920,0,98005,47.693505,0.0,1645,3497,20230929T000000
666,365964,1,1.9,1791,30391,2.5,0,0,1,8,1484,307,1957,0,98004,47.439468,0.0,1917,32817,20231210T000000
667,311753,3,3.6,791,5717,1.5,0,0,2,6,661,130,1903,0,98006,47.332524,0.0,661,5156,20230312T000000
668,575598,5,1.1,1823,27434,1.5,0,0,1,7,1362,461,1968,0,98005,47.429557,0.0,1944,27453,20230309T000000
669,0,1,1.7,1845,18553,2.0,0,3,5,8,1521,324,1906,1953,98002,47.167042,0.0,2163,15840,20230629T000000
670,513726,5,3.7,2432,0,2.0,0,2,3,8,1923,509,1934,1977,98003,47.768559,0.0,1989,0,20230623T000000
671,536912,3,1.8,2178,21353,1.5,0,0,2,7,1923,255,1935,0,98003,47.443341,0.0,2279,22418,20230618T000000
672,38991,6,1.7,1041,13823,1.5,0,3,5,7,796,245,2020,0,98005,47.758266,0.0,990,11455,20230918T000000
673,298596,5,1.4,2867,10445,3.0,0,1,2,8,2535,332,1914,0,98002,47.2537,0.0,2868,11762,20230505T000000
674,294283,6,3.6,2168,17449,2.5,0,0,4,7,1763,405,1991,0,98005,47.716525,0.0,2192,20502,20230511T000000
675,138873,3,2.5,2158,19746,1.5,0,3,1,8,1734,424,1901,0,98005,47.401024,0.0,2391,17325,20230822T000000
676,233327,3,3.0,1992,22075,2.0,0,4,1,5,1577,415,2019,0,98005,47.243126,0.0,2037,24365,20230603T000000
677,183413,4,1.7,1585,26782,1.5,0,1,5,7,1429,156,1956,0,98003,47.825424,0.0,1644,24783,20231126T000000
678,612840,3,3.3,2174,19081,1.0,0,2,4,7,1888,286,1904,0,98006,47.721462,0.0,2028,20429,20230505T000000
679,490351,3,3.3,2380,1243,1.5,0,0,3,7,2274,106,1970,1985,98005,47.542358,0.0,2023,1146,20231220T000000
680,540733,2,1.9,602,10263,1.5,0,0,4,7,465,137,1985,2022,98003,47.506788,0.0,646,11750,20230410T000000
681,458250,1,2.2,1568,44430,1.0,0,3,4,7,1116,452,2012,0,98001,47.587902,0.0,1254,41712,20230222T000000
682,180642,4,1.6,1796,22244,2.5,0,2,3,8,1355,441,1994,0,98002,47.538926,0.0,1672,25347,20231128T000000
683,271321,4,3.9,2204,38692,1.5,0,4,3,6,1769,435,1931,0,98001,47.341545,0.0,1955,42811,20230508T000000
684,423406,4,2.9,2954,28954,2.0,0,1,4,7,2227,727,1971,1974,98005,47.41759,0.0,2822,25436,20230114T000000
685,166680,2,3.8,1382,17418,1.0,0,2,2,8,1002,380,1940,1979,98003,47.892144,0.0,1277,15027,20230105T000000
686,456949,6,1.9,1601,18014,1.0,0,0,2,8,1334,267,1941,1963,98002,48.034431,0.0,1731,20029,20230907T000000
687,313951,3,3.3,1589,14634,2.5,0,3,4,7,1434,155,1974,0,98004,47.812534,0.0,1436,13991,20230127T000000
688,293776,1,3.3,1358,0,2.0,1,4,2,6,1256,102,1964,0,98002,47.595645,0.0,1390,0,20230505T000000
689,456643,5,3.1,1722,15180,3.0,0,3,3,5,1411,311,2010,2022,98002,47.43245,0.0,1691,17869,20230129T000000
690,416639,6,3.9,2616,27106,3.0,0,1,3,7,2206,410,1939,1958,98005,47.340363,0.0,2931,29203,20230103T000000
691,295855,3,2.2,1156,9003,1.5,0,2,2,8,1071,85,1982,1995,98001,47.353544,0.0,1122,9005,20230816T000000
692,523899,2,1.4,2342,19119,1.5,0,3,3,6,1887,455,2007,0,98001,47.389346,0.0,2682,16786,20230517T000000
693,187840,3,3.0,638,23515,2.5,0,3,1,7,596,42,1937,0,98004,47.930233,0.0,510,27111,20230914T000000
694,442390,3,3.2,1550,5903,3.0,0,0,3,7,1534,16,1941,0,98005,47.861256,0.0,1614,4916,20230828T000000
695,438965,2,2.7,1736,10486,2.0,0,3,4,5,1673,63,2019,2021,98002,47.649256,0.0,1395,9942,20231006T000000
696,303568,4,1.6,3339,4820,2.0,0,4,5,7,2791,548,1936,1937,98006,47.307877,0.0,3624,4471,20231119T000000
697,398919,4,2.5,1780,6778,2.0,0,2,2,7,1555,225,1955,0,98001,47.678611,0.0,1591,8020,20230609T000000
698,162332,1,1.9,239,2123,1.5,0,1,2,7,218,21,1970,0,98001,47.452277,0.0,227,1798,20230106T000000
699,488604,1,2.3,400,5995,2.0,0,3,3,9,321,79,2002,0,98003,47.069398,0.0,380,6930,20231101T000000
700,322264,4,2.9,2027,29194,2.5,0,4,3,7,1904,123,1954,0,98002,47.55742,0.0,2307,28685,20230523T000000
701,271591,6,3.2,2491,5845,2.0,0,1,5,7,2070,421,1988,0,98005,47.331617,0.0,2094,4787,20230630T000000
702,507351,5,1.7,2300,16264,1.0,0,4,5,9,2194,106,1953,0,98001,47.338389,0.0,2453,17752,20230130T000000
703,244348,3,2.2,2134,9971,1.5,0,3,4,6,1656,478,1921,0,98005,47.449918,0.0,2544,8379,20230910T000000
704,138730,5,1.8,2929,26788,1.0,0,3,1,6,2060,869,1926,0,98002,47.400335,0.0,2369,23969,20230209T000000
705,116505,3,1.6,1568,28111,1.5,0,2,4,7,1395,173,2004,2022,98002,47.493149,0.0,1860,31481,20230706T000000
706,440901,4,3.4,2715,23640,2.5,0,0,2,8,2268,447,1946,0,98001,47.483534,0.0,2191,20375,20231115T000000
707,157935,1,3.7,694,18061,1.0,1,4,3,8,498,196,1937,1951,98004,47.124838,0.0,788,16800,20231031T000000
708,613219,6,2.1,1276,12689,1.5,0,0,4,6,1079,197,2011,0,98005,47.804056,0.0,1511,11983,20230815T000000
709,37710,1,3.3,554,3081,1.5,0,0,3,9,415,139,1938,1982,98005,47.303325,0.0,663,3190,20230808T000000
710,604468,5,3.7,1780,34435,2.0,0,1,3,7,1582,198,1914,1959,98003,47.30952,0.0,1750,38428,20231120T000000
711,381652,1,3.5,1962,7403,2.0,0,1,4,6,1635,327,2018,0,98002,47.434289,0.0,2249,6605,20230212T000000
712,335493,4,1.5,2091,21636,1.5,0,4,4,6,1571,520,1965,0,98002,47.478333,0.0,1775,19089,20230524T000000
713,268262,6,3.9,2049,25595,1.0,0,0,5,7,1687,362,1960,0,98001,47.791796,0.0,1987,22747,20231005T000000
714,409870,5,2.1,1257,9447,1.5,0,2,1,9,967,290,1959,0,98001,47.553885,0.0,1160,8999,20231115T000000
715,344354,6,2.0,1847,25380,2.0,0,0,5,7,1654,193,1907,0,98001,47.613293,0.0,1769,25736,20230623T000000
716,515495,3,1.2,802,22642,1.5,0,1,1,9,632,170,1943,0,98003,47.554907,0.0,866,18235,20230904T000000
717,367134,1,2.5,3090,32279,2.5,0,0,4,8,2925,165,1942,1984,98004,47.546292,0.0,2580,35898,20230622T000000
